Grid_ID,UnitName,Year,Week,Week1,Week2,Week3,Week4,Target
1301_7760,Devarajeevanahalli PS,2022,24,1,2,1,2,0
1301_7760,Devarajeevanahalli PS,2022,25,2,1,2,1,0
1301_7760,Devarajeevanahalli PS,2022,27,1,2,1,1,0
1301_7760,Devarajeevanahalli PS,2022,28,2,1,1,1,1
1301_7760,Devarajeevanahalli PS,2022,34,1,1,1,2,0
1301_7760,Devarajeevanahalli PS,2023,37,1,1,2,1,0
1301_7760,Devarajeevanahalli PS,2023,39,1,2,1,1,0
1301_7760,Devarajeevanahalli PS,2023,40,2,1,1,1,0
1301_7760,Devarajeevanahalli PS,2023,41,1,1,1,1,0
1301_7760,Devarajeevanahalli PS,2023,42,1,1,1,1,0
1301_7760,Devarajeevanahalli PS,2023,45,1,1,1,1,0
1301_7760,Devarajeevanahalli PS,2023,46,1,1,1,1,0
1301_7760,Devarajeevanahalli PS,2023,47,1,1,1,1,0
1301_7760,Devarajeevanahalli PS,2023,48,1,1,1,1,0
1301_7760,Devarajeevanahalli PS,2023,50,1,1,1,1,0
1301_7760,Devarajeevanahalli PS,2023,52,1,1,1,1,1
1301_7761,Devarajeevanahalli PS,2016,39,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2016,42,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2016,43,1,1,1,1,1
1301_7761,Devarajeevanahalli PS,2016,44,1,1,1,2,0
1301_7761,Devarajeevanahalli PS,2016,45,1,1,2,1,0
1301_7761,Devarajeevanahalli PS,2016,46,1,2,1,1,0
1301_7761,Devarajeevanahalli PS,2016,47,2,1,1,1,0
1301_7761,Devarajeevanahalli PS,2016,48,1,1,1,1,1
1301_7761,Devarajeevanahalli PS,2016,51,1,1,1,2,0
1301_7761,Devarajeevanahalli PS,2017,2,1,1,2,1,1
1301_7761,Devarajeevanahalli PS,2017,3,1,2,1,3,0
1301_7761,Devarajeevanahalli PS,2017,5,2,1,3,1,0
1301_7761,Devarajeevanahalli PS,2017,9,1,3,1,1,0
1301_7761,Devarajeevanahalli PS,2017,10,3,1,1,1,0
1301_7761,Devarajeevanahalli PS,2017,11,1,1,1,1,1
1301_7761,Devarajeevanahalli PS,2017,14,1,1,1,2,0
1301_7761,Devarajeevanahalli PS,2017,19,1,1,2,1,1
1301_7761,Devarajeevanahalli PS,2017,20,1,2,1,3,0
1301_7761,Devarajeevanahalli PS,2017,21,2,1,3,1,0
1301_7761,Devarajeevanahalli PS,2017,22,1,3,1,1,0
1301_7761,Devarajeevanahalli PS,2017,24,3,1,1,1,0
1301_7761,Devarajeevanahalli PS,2017,27,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2017,30,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2017,32,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2017,34,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2017,36,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2017,44,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2017,45,1,1,1,1,1
1301_7761,Devarajeevanahalli PS,2018,9,1,1,1,2,0
1301_7761,Devarajeevanahalli PS,2018,11,1,1,2,1,0
1301_7761,Devarajeevanahalli PS,2018,15,1,2,1,1,0
1301_7761,Devarajeevanahalli PS,2018,16,2,1,1,1,0
1301_7761,Devarajeevanahalli PS,2018,18,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2018,22,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2018,27,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2018,29,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2018,36,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2018,37,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2018,38,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2018,40,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2018,45,1,1,1,1,1
1301_7761,Devarajeevanahalli PS,2018,46,1,1,1,3,0
1301_7761,Devarajeevanahalli PS,2018,48,1,1,3,1,0
1301_7761,Devarajeevanahalli PS,2018,52,1,3,1,1,1
1301_7761,Devarajeevanahalli PS,2019,12,3,1,1,2,0
1301_7761,Devarajeevanahalli PS,2019,30,1,1,2,1,0
1301_7761,Devarajeevanahalli PS,2019,32,1,2,1,1,0
1301_7761,Devarajeevanahalli PS,2019,42,2,1,1,1,0
1301_7761,Devarajeevanahalli PS,2019,49,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2019,50,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2020,2,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2020,4,1,1,1,1,1
1301_7761,Devarajeevanahalli PS,2020,6,1,1,1,2,0
1301_7761,Devarajeevanahalli PS,2020,8,1,1,2,1,0
1301_7761,Devarajeevanahalli PS,2020,9,1,2,1,1,0
1301_7761,Devarajeevanahalli PS,2020,19,2,1,1,1,0
1301_7761,Devarajeevanahalli PS,2020,32,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2020,33,1,1,1,1,2
1301_7761,Devarajeevanahalli PS,2020,38,1,1,1,4,0
1301_7761,Devarajeevanahalli PS,2020,39,1,1,4,1,1
1301_7761,Devarajeevanahalli PS,2020,41,1,4,1,2,1
1301_7761,Devarajeevanahalli PS,2020,47,4,1,2,2,0
1301_7761,Devarajeevanahalli PS,2020,48,1,2,2,1,1
1301_7761,Devarajeevanahalli PS,2020,50,2,2,1,2,1
1301_7761,Devarajeevanahalli PS,2020,53,2,1,2,2,1
1301_7761,Devarajeevanahalli PS,2021,1,1,2,2,2,0
1301_7761,Devarajeevanahalli PS,2021,3,2,2,2,1,0
1301_7761,Devarajeevanahalli PS,2021,7,2,2,1,1,1
1301_7761,Devarajeevanahalli PS,2021,9,2,1,1,2,0
1301_7761,Devarajeevanahalli PS,2021,16,1,1,2,1,0
1301_7761,Devarajeevanahalli PS,2021,25,1,2,1,1,0
1301_7761,Devarajeevanahalli PS,2021,29,2,1,1,1,0
1301_7761,Devarajeevanahalli PS,2021,30,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2021,31,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2021,33,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2021,35,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2021,37,1,1,1,1,1
1301_7761,Devarajeevanahalli PS,2021,38,1,1,1,2,1
1301_7761,Devarajeevanahalli PS,2021,39,1,1,2,2,1
1301_7761,Devarajeevanahalli PS,2021,40,1,2,2,2,0
1301_7761,Devarajeevanahalli PS,2021,41,2,2,2,1,0
1301_7761,Devarajeevanahalli PS,2021,43,2,2,1,1,1
1301_7761,Devarajeevanahalli PS,2021,44,2,1,1,2,0
1301_7761,Devarajeevanahalli PS,2021,46,1,1,2,1,0
1301_7761,Devarajeevanahalli PS,2021,47,1,2,1,1,2
1301_7761,Devarajeevanahalli PS,2021,48,2,1,1,4,2
1301_7761,Devarajeevanahalli PS,2022,1,1,1,4,4,0
1301_7761,Devarajeevanahalli PS,2022,2,1,4,4,1,0
1301_7761,Devarajeevanahalli PS,2022,3,4,4,1,1,0
1301_7761,Devarajeevanahalli PS,2022,6,4,1,1,1,1
1301_7761,Devarajeevanahalli PS,2022,9,1,1,1,2,1
1301_7761,Devarajeevanahalli PS,2022,11,1,1,2,2,1
1301_7761,Devarajeevanahalli PS,2022,12,1,2,2,2,0
1301_7761,Devarajeevanahalli PS,2022,13,2,2,2,1,0
1301_7761,Devarajeevanahalli PS,2022,13,2,2,1,1,0
1301_7761,Devarajeevanahalli PS,2022,13,2,1,1,1,0
1301_7761,Devarajeevanahalli PS,2022,14,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2022,15,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2022,15,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2022,16,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2022,17,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2022,18,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2022,19,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2022,22,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2022,27,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2022,52,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2023,13,1,1,1,1,0
1301_7761,Devarajeevanahalli PS,2023,40,1,1,1,1,2
1301_7761,Devarajeevanahalli PS,2023,41,1,1,1,4,0
1301_7761,Devarajeevanahalli PS,2023,41,1,1,4,1,1
1301_7761,Devarajeevanahalli PS,2023,42,1,4,1,2,2
1301_7761,Devarajeevanahalli PS,2023,42,4,1,2,4,0
1301_7761,Devarajeevanahalli PS,2023,43,1,2,4,1,1
1301_7761,Devarajeevanahalli PS,2023,43,2,4,1,2,0
1301_7761,Devarajeevanahalli PS,2023,44,4,1,2,1,1
1301_7761,Devarajeevanahalli PS,2023,44,1,2,1,2,0
1301_7761,Devarajeevanahalli PS,2023,44,2,1,2,1,1
1301_7761,Devarajeevanahalli PS,2023,45,1,2,1,3,0
1301_7761,Devarajeevanahalli PS,2023,45,2,1,3,1,0
1301_7761,Devarajeevanahalli PS,2023,46,1,3,1,1,1
1301_7761,Devarajeevanahalli PS,2023,47,3,1,1,2,2
1301_7761,Devarajeevanahalli PS,2023,48,1,1,2,5,0
1301_7761,Devarajeevanahalli PS,2023,49,1,2,5,1,0
1301_7761,Devarajeevanahalli PS,2023,49,2,5,1,1,1
1301_7761,Devarajeevanahalli PS,2023,49,5,1,1,2,0
1301_7761,Devarajeevanahalli PS,2023,50,1,1,2,1,2
1301_7761,Devarajeevanahalli PS,2023,50,1,2,1,6,0
1301_7761,Devarajeevanahalli PS,2023,50,2,1,6,1,0
1301_7761,Devarajeevanahalli PS,2023,51,1,6,1,1,0
1301_7761,Devarajeevanahalli PS,2023,51,6,1,1,1,0
1301_7761,Devarajeevanahalli PS,2023,51,1,1,1,1,1
1301_7761,Devarajeevanahalli PS,2023,52,1,1,1,2,0
1301_7761,Devarajeevanahalli PS,2023,52,1,1,2,1,0
1301_7762,K G Halli Traffic PS,2022,9,1,1,1,1,0
1301_7762,K G Halli Traffic PS,2022,14,1,1,1,1,0
1301_7762,K G Halli Traffic PS,2022,41,1,1,1,1,0
1301_7762,K G Halli Traffic PS,2023,26,1,1,1,1,0
1301_7762,K G Halli Traffic PS,2023,36,1,1,1,1,0
1301_7762,K G Halli Traffic PS,2023,37,1,1,1,1,0
1301_7762,K G Halli Traffic PS,2023,39,1,1,1,1,0
1301_7762,K G Halli Traffic PS,2023,41,1,1,1,1,0
1301_7762,K G Halli Traffic PS,2023,44,1,1,1,1,0
1301_7762,K G Halli Traffic PS,2023,44,1,1,1,1,0
1301_7762,K G Halli Traffic PS,2023,47,1,1,1,1,0
1301_7762,K G Halli Traffic PS,2023,49,1,1,1,1,0
1301_7762,K G Halli Traffic PS,2023,50,1,1,1,1,0
1301_7762,K G Halli Traffic PS,2023,50,1,1,1,1,0
1301_7762,K G Halli Traffic PS,2023,51,1,1,1,1,0
1301_7763,Hennur PS,2020,21,1,1,1,1,0
1301_7763,Hennur PS,2021,3,1,1,1,1,0
1301_7763,Hennur PS,2021,31,1,1,1,1,0
1301_7763,Hennur PS,2022,3,1,1,1,1,0
1301_7763,Hennur PS,2022,6,1,1,1,1,0
1301_7763,Hennur PS,2022,8,1,1,1,1,0
1301_7763,Hennur PS,2022,14,1,1,1,1,1
1301_7763,Hennur PS,2022,20,1,1,1,2,0
1301_7763,Hennur PS,2022,21,1,1,2,1,0
1301_7763,Hennur PS,2022,22,1,2,1,1,0
1301_7763,Hennur PS,2022,33,2,1,1,1,0
1301_7763,Hennur PS,2023,21,1,1,1,1,1
1301_7763,Hennur PS,2023,26,1,1,1,2,0
1301_7763,Hennur PS,2023,32,1,1,2,1,0
1301_7763,Hennur PS,2023,36,1,2,1,1,0
1301_7763,Hennur PS,2023,39,2,1,1,1,0
1301_7763,Hennur PS,2023,42,1,1,1,1,1
1301_7763,Hennur PS,2023,42,1,1,1,3,0
1301_7763,Hennur PS,2023,43,1,1,3,1,0
1301_7763,Hennur PS,2023,43,1,3,1,1,0
1301_7763,Hennur PS,2023,45,3,1,1,1,0
1301_7763,Hennur PS,2023,46,1,1,1,1,2
1301_7763,Hennur PS,2023,47,1,1,1,4,1
1301_7763,Hennur PS,2023,50,1,1,4,3,0
1301_7764,Banaswadi PS,2022,9,1,1,1,2,0
1301_7764,Banaswadi PS,2022,10,1,1,2,1,0
1301_7764,Banaswadi PS,2022,12,1,2,1,1,1
1301_7764,Banaswadi PS,2022,17,2,1,1,2,0
1301_7764,Banaswadi PS,2022,19,1,1,2,1,0
1301_7764,Banaswadi PS,2022,20,1,2,1,1,0
1301_7764,Banaswadi PS,2022,22,2,1,1,1,0
1301_7764,Banaswadi PS,2022,23,1,1,1,1,1
1301_7764,Banaswadi PS,2022,26,1,1,1,2,0
1301_7764,Banaswadi PS,2022,33,1,1,2,1,0
1301_7764,Banaswadi PS,2022,42,1,2,1,1,0
1301_7764,Banaswadi PS,2023,11,2,1,1,1,1
1301_7764,Banaswadi PS,2023,12,1,1,1,2,0
1301_7764,Banaswadi PS,2023,13,1,1,2,1,1
1301_7764,Banaswadi PS,2023,14,1,2,1,2,0
1301_7764,Banaswadi PS,2023,16,2,1,2,1,0
1301_7764,Banaswadi PS,2023,18,1,2,1,1,0
1301_7764,Banaswadi PS,2023,19,2,1,1,1,0
1301_7764,Banaswadi PS,2023,20,1,1,1,1,0
1301_7764,Banaswadi PS,2023,20,1,1,1,1,0
1301_7764,Banaswadi PS,2023,33,1,1,1,1,0
1301_7764,Banaswadi PS,2023,34,1,1,1,1,0
1301_7764,Banaswadi PS,2023,39,1,1,1,1,0
1301_7764,Banaswadi PS,2023,39,1,1,1,1,0
1301_7764,Banaswadi PS,2023,40,1,1,1,1,0
1301_7764,Banaswadi PS,2023,40,1,1,1,1,2
1301_7764,Banaswadi PS,2023,41,1,1,1,4,0
1301_7764,Banaswadi PS,2023,42,1,1,4,1,0
1301_7764,Banaswadi PS,2023,43,1,4,1,1,1
1301_7764,Banaswadi PS,2023,44,4,1,1,3,0
1301_7764,Banaswadi PS,2023,44,1,1,3,1,0
1301_7764,Banaswadi PS,2023,45,1,3,1,1,1
1301_7764,Banaswadi PS,2023,45,3,1,1,2,0
1301_7764,Banaswadi PS,2023,47,1,1,2,1,1
1301_7764,Banaswadi PS,2023,47,1,2,1,3,0
1301_7764,Banaswadi PS,2023,48,2,1,3,1,0
1301_7764,Banaswadi PS,2023,49,1,3,1,1,0
1301_7764,Banaswadi PS,2023,49,3,1,1,1,0
1301_7764,Banaswadi PS,2023,49,1,1,1,1,0
1301_7764,Banaswadi PS,2023,50,1,1,1,1,0
1301_7764,Banaswadi PS,2023,50,1,1,1,1,0
1301_7765,Hennur PS,2022,4,1,1,1,1,0
1301_7765,Hennur PS,2022,7,1,1,1,1,0
1301_7765,Hennur PS,2022,10,1,1,1,1,0
1301_7765,Hennur PS,2022,12,1,1,1,1,0
1301_7765,Hennur PS,2023,6,1,1,1,1,0
1301_7765,Hennur PS,2023,23,1,1,1,1,0
1301_7765,Hennur PS,2023,33,1,1,1,1,0
1301_7765,Hennur PS,2023,37,1,1,1,1,0
1301_7765,Hennur PS,2023,42,1,1,1,1,0
1301_7765,Hennur PS,2023,44,1,1,1,1,0
1301_7765,Hennur PS,2023,46,1,1,1,1,0
1301_7765,Hennur PS,2023,48,1,1,1,1,0
1301_7766,Chikkajala Traffic PS,2020,12,1,1,1,1,0
1301_7766,Chikkajala Traffic PS,2020,19,1,1,1,1,0
1301_7766,Chikkajala Traffic PS,2020,34,1,1,1,1,0
1301_7766,Chikkajala Traffic PS,2020,46,1,1,1,1,0
1301_7766,Chikkajala Traffic PS,2021,3,1,1,1,1,0
1301_7766,Chikkajala Traffic PS,2021,8,1,1,1,1,0
1301_7766,Chikkajala Traffic PS,2021,29,1,1,1,1,0
1301_7766,Chikkajala Traffic PS,2022,7,1,1,1,1,0
1301_7766,Chikkajala Traffic PS,2022,8,1,1,1,1,0
1301_7766,Chikkajala Traffic PS,2023,7,1,1,1,1,0
1301_7766,Chikkajala Traffic PS,2023,9,1,1,1,1,0
1301_7766,Chikkajala Traffic PS,2023,12,1,1,1,1,0
1301_7766,Chikkajala Traffic PS,2023,31,1,1,1,1,0
1301_7766,Chikkajala Traffic PS,2023,41,1,1,1,1,0
1301_7766,Chikkajala Traffic PS,2023,43,1,1,1,1,0
1301_7766,Chikkajala Traffic PS,2023,47,1,1,1,1,0
1301_7766,Chikkajala Traffic PS,2023,48,1,1,1,1,0
1301_7766,Chikkajala Traffic PS,2023,51,1,1,1,1,0
1301_7766,Chikkajala Traffic PS,2023,51,1,1,1,1,0
1301_7766,Chikkajala Traffic PS,2023,52,1,1,1,1,1
1301_7767,K.R. Puram PS,2016,33,2,1,1,1,0
1301_7767,K.R. Puram PS,2016,34,1,1,1,1,0
1301_7767,K.R. Puram PS,2016,36,1,1,1,1,0
1301_7767,K.R. Puram PS,2016,39,1,1,1,1,0
1301_7767,K.R. Puram PS,2016,47,1,1,1,1,0
1301_7767,K.R. Puram PS,2016,48,1,1,1,1,1
1301_7767,K.R. Puram PS,2016,48,1,1,1,2,0
1301_7767,K.R. Puram PS,2017,29,1,1,2,1,1
1301_7767,K.R. Puram PS,2017,30,1,2,1,3,0
1301_7767,K.R. Puram PS,2019,44,2,1,3,1,0
1301_7767,K.R. Puram PS,2020,3,1,3,1,1,0
1301_7767,K.R. Puram PS,2020,41,3,1,1,1,0
1301_7767,K.R. Puram PS,2020,43,1,1,1,1,0
1301_7767,K.R. Puram PS,2021,5,1,1,1,1,0
1301_7767,K.R. Puram PS,2021,9,1,1,1,1,0
1301_7767,K.R. Puram PS,2022,5,1,1,1,1,0
1301_7767,K.R. Puram PS,2022,42,1,1,1,1,0
1301_7767,K.R. Puram PS,2023,7,1,1,1,1,0
1301_7767,K.R. Puram PS,2023,25,1,1,1,1,0
1301_7767,K.R. Puram PS,2023,29,1,1,1,1,0
1301_7767,K.R. Puram PS,2023,40,1,1,1,1,0
1301_7767,K.R. Puram PS,2023,43,1,1,1,1,0
1301_7767,K.R. Puram PS,2023,47,1,1,1,1,0
1301_7767,K.R. Puram PS,2023,48,1,1,1,1,0
1301_7767,K.R. Puram PS,2023,50,1,1,1,1,0
1301_7768,K.R. Puram PS,2016,39,1,3,1,3,0
1301_7768,K.R. Puram PS,2016,42,3,1,3,1,0
1301_7768,K.R. Puram PS,2016,44,1,3,1,1,1
1301_7768,K.R. Puram PS,2016,47,3,1,1,2,0
1301_7768,K.R. Puram PS,2016,50,1,1,2,1,0
1301_7768,K.R. Puram PS,2017,1,1,2,1,1,0
1301_7768,K.R. Puram PS,2017,3,2,1,1,1,0
1301_7768,K.R. Puram PS,2017,4,1,1,1,1,0
1301_7768,K.R. Puram PS,2017,7,1,1,1,1,0
1301_7768,K.R. Puram PS,2017,8,1,1,1,1,1
1301_7768,K.R. Puram PS,2017,9,1,1,1,2,1
1301_7768,K.R. Puram PS,2017,17,1,1,2,2,0
1301_7768,K.R. Puram PS,2017,28,1,2,2,1,0
1301_7768,K.R. Puram PS,2022,20,2,2,1,1,0
1301_7768,K.R. Puram PS,2022,24,2,1,1,1,1
1301_7768,K.R. Puram PS,2023,15,1,1,1,2,1
1301_7768,K.R. Puram PS,2023,16,1,1,2,2,0
1301_7768,K.R. Puram PS,2023,18,1,2,2,1,0
1301_7768,K.R. Puram PS,2023,21,2,2,1,1,0
1301_7768,K.R. Puram PS,2023,37,2,1,1,1,0
1301_7768,K.R. Puram PS,2023,44,1,1,1,1,0
1301_7768,K.R. Puram PS,2023,45,1,1,1,1,0
1301_7768,K.R. Puram PS,2023,47,1,1,1,1,1
1301_7768,K.R. Puram PS,2023,48,1,1,1,2,0
1301_7768,K.R. Puram PS,2023,49,1,1,2,1,0
1301_7768,K.R. Puram PS,2023,52,1,2,1,1,1
1301_7769,K.R. Puram PS,2017,1,1,1,1,1,0
1301_7769,K.R. Puram PS,2017,3,1,1,1,1,0
1301_7769,K.R. Puram PS,2017,7,1,1,1,1,0
1301_7769,K.R. Puram PS,2017,20,1,1,1,1,0
1301_7769,K.R. Puram PS,2017,23,1,1,1,1,0
1301_7769,K.R. Puram PS,2017,24,1,1,1,1,1
1301_7769,K.R. Puram PS,2017,26,1,1,1,2,0
1301_7769,K.R. Puram PS,2017,30,1,1,2,1,0
1301_7769,K.R. Puram PS,2017,31,1,2,1,1,1
1301_7769,K.R. Puram PS,2017,32,2,1,1,3,0
1301_7769,K.R. Puram PS,2017,34,1,1,3,1,0
1301_7769,K.R. Puram PS,2017,41,1,3,1,1,0
1301_7769,K.R. Puram PS,2018,26,3,1,1,1,0
1301_7769,K.R. Puram PS,2019,10,1,1,1,1,0
1301_7769,K.R. Puram PS,2019,11,1,1,1,1,0
1301_7769,K.R. Puram PS,2020,25,1,1,1,1,0
1301_7769,K.R. Puram PS,2021,6,1,1,1,1,0
1301_7769,K.R. Puram PS,2021,15,1,1,1,1,0
1301_7769,K.R. Puram PS,2022,13,1,1,1,1,0
1301_7769,K.R. Puram PS,2022,21,1,1,1,1,0
1301_7769,K.R. Puram PS,2022,27,1,1,1,1,0
1301_7769,K.R. Puram PS,2022,31,1,1,1,1,0
1301_7769,K.R. Puram PS,2022,35,1,1,1,1,0
1301_7769,K.R. Puram PS,2022,37,1,1,1,1,0
1301_7769,K.R. Puram PS,2022,38,1,1,1,1,1
1301_7769,K.R. Puram PS,2022,40,1,1,1,2,0
1301_7769,K.R. Puram PS,2023,14,1,1,2,1,0
1301_7769,K.R. Puram PS,2023,20,1,2,1,1,0
1301_7769,K.R. Puram PS,2023,24,2,1,1,1,0
1301_7769,K.R. Puram PS,2023,25,1,1,1,1,0
1301_7769,K.R. Puram PS,2023,27,1,1,1,1,0
1301_7769,K.R. Puram PS,2023,28,1,1,1,1,0
1301_7769,K.R. Puram PS,2023,44,1,1,1,1,0
1301_7769,K.R. Puram PS,2023,44,1,1,1,1,0
1301_7770,K.R. Puram PS,2017,6,1,1,1,1,0
1301_7770,K.R. Puram PS,2017,21,1,1,1,1,0
1301_7770,K.R. Puram PS,2018,1,1,1,1,1,1
1301_7770,K.R. Puram PS,2018,3,1,1,1,2,0
1301_7770,K.R. Puram PS,2018,5,1,1,2,1,1
1301_7770,K.R. Puram PS,2018,6,1,2,1,2,0
1301_7770,K.R. Puram PS,2018,7,2,1,2,1,0
1301_7770,K.R. Puram PS,2018,10,1,2,1,1,0
1301_7770,K.R. Puram PS,2018,13,2,1,1,1,1
1301_7770,K.R. Puram PS,2018,14,1,1,1,3,2
1301_7770,K.R. Puram PS,2018,15,1,1,3,6,1
1301_7770,K.R. Puram PS,2018,17,1,3,6,3,0
1301_7770,K.R. Puram PS,2018,21,3,6,3,1,1
1301_7770,K.R. Puram PS,2018,22,6,3,1,2,0
1301_7770,K.R. Puram PS,2018,24,3,1,2,1,0
1301_7770,K.R. Puram PS,2018,25,1,2,1,1,0
1301_7770,K.R. Puram PS,2018,26,2,1,1,1,1
1301_7770,K.R. Puram PS,2018,27,1,1,1,2,0
1301_7770,K.R. Puram PS,2018,28,1,1,2,1,1
1301_7770,K.R. Puram PS,2018,32,1,2,1,2,2
1301_7770,K.R. Puram PS,2018,34,2,1,2,4,1
1301_7770,K.R. Puram PS,2018,36,1,2,4,2,0
1301_7770,K.R. Puram PS,2018,37,2,4,2,1,0
1301_7770,K.R. Puram PS,2018,38,4,2,1,1,0
1301_7770,K.R. Puram PS,2018,41,2,1,1,1,0
1301_7770,K.R. Puram PS,2018,45,1,1,1,1,0
1301_7770,K.R. Puram PS,2018,51,1,1,1,1,0
1301_7770,K.R. Puram PS,2019,2,1,1,1,1,0
1301_7770,K.R. Puram PS,2019,4,1,1,1,1,1
1301_7770,K.R. Puram PS,2019,5,1,1,1,2,1
1301_7770,K.R. Puram PS,2019,6,1,1,2,2,1
1301_7770,K.R. Puram PS,2019,7,1,2,2,3,1
1301_7770,K.R. Puram PS,2019,8,2,2,3,2,0
1301_7770,K.R. Puram PS,2019,9,2,3,2,1,1
1301_7770,K.R. Puram PS,2019,10,3,2,1,3,2
1301_7770,K.R. Puram PS,2019,11,2,1,3,4,2
1301_7770,K.R. Puram PS,2019,12,1,3,4,4,2
1301_7770,K.R. Puram PS,2019,13,3,4,4,4,1
1301_7770,K.R. Puram PS,2019,14,4,4,4,2,1
1301_7770,K.R. Puram PS,2019,15,4,4,2,3,2
1301_7770,K.R. Puram PS,2019,16,4,2,3,4,0
1301_7770,K.R. Puram PS,2019,17,2,3,4,1,1
1301_7770,K.R. Puram PS,2019,18,3,4,1,2,1
1301_7770,K.R. Puram PS,2019,19,4,1,2,3,0
1301_7770,K.R. Puram PS,2019,20,1,2,3,1,2
1301_7770,K.R. Puram PS,2019,21,2,3,1,5,1
1301_7770,K.R. Puram PS,2019,22,3,1,5,2,1
1301_7770,K.R. Puram PS,2019,22,1,5,2,2,1
1301_7770,K.R. Puram PS,2019,23,5,2,2,2,1
1301_7770,K.R. Puram PS,2019,24,2,2,2,2,1
1301_7770,K.R. Puram PS,2019,25,2,2,2,2,1
1301_7770,K.R. Puram PS,2019,26,2,2,2,3,0
1301_7770,K.R. Puram PS,2019,26,2,2,3,1,0
1301_7770,K.R. Puram PS,2019,27,2,3,1,1,0
1301_7770,K.R. Puram PS,2019,28,3,1,1,1,0
1301_7770,K.R. Puram PS,2019,28,1,1,1,1,0
1301_7770,K.R. Puram PS,2019,30,1,1,1,1,0
1301_7770,K.R. Puram PS,2019,31,1,1,1,1,1
1301_7770,K.R. Puram PS,2019,32,1,1,1,2,0
1301_7770,K.R. Puram PS,2019,33,1,1,2,1,0
1301_7770,K.R. Puram PS,2019,39,1,2,1,1,0
1301_7770,K.R. Puram PS,2019,41,2,1,1,1,2
1301_7770,K.R. Puram PS,2019,42,1,1,1,9,0
1301_7770,K.R. Puram PS,2019,44,1,1,9,1,1
1301_7770,K.R. Puram PS,2019,45,1,9,1,2,0
1301_7770,K.R. Puram PS,2020,1,9,1,2,1,0
1301_7770,K.R. Puram PS,2020,2,1,2,1,1,2
1301_7770,K.R. Puram PS,2020,3,2,1,1,5,0
1301_7770,K.R. Puram PS,2020,4,1,1,5,1,0
1301_7770,K.R. Puram PS,2020,4,1,5,1,1,1
1301_7770,K.R. Puram PS,2020,5,5,1,1,2,2
1301_7770,K.R. Puram PS,2020,6,1,1,2,4,1
1301_7770,K.R. Puram PS,2020,8,1,2,4,2,1
1301_7770,K.R. Puram PS,2020,9,2,4,2,3,0
1301_7770,K.R. Puram PS,2020,10,4,2,3,1,0
1301_7770,K.R. Puram PS,2020,12,2,3,1,1,2
1301_7770,K.R. Puram PS,2020,13,3,1,1,5,1
1301_7770,K.R. Puram PS,2020,14,1,1,5,2,0
1301_7770,K.R. Puram PS,2020,15,1,5,2,1,1
1301_7770,K.R. Puram PS,2020,16,5,2,1,2,0
1301_7770,K.R. Puram PS,2020,17,2,1,2,1,1
1301_7770,K.R. Puram PS,2020,19,1,2,1,2,0
1301_7770,K.R. Puram PS,2020,20,2,1,2,1,1
1301_7770,K.R. Puram PS,2020,23,1,2,1,2,0
1301_7770,K.R. Puram PS,2020,27,2,1,2,1,1
1301_7770,K.R. Puram PS,2020,28,1,2,1,3,0
1301_7770,K.R. Puram PS,2020,29,2,1,3,1,0
1301_7770,K.R. Puram PS,2020,32,1,3,1,1,0
1301_7770,K.R. Puram PS,2020,33,3,1,1,1,0
1301_7770,K.R. Puram PS,2020,34,1,1,1,1,2
1301_7770,K.R. Puram PS,2020,35,1,1,1,4,0
