Grid_ID,UnitName,Village_Area_Name
1293_7754,Girinagar PS,V.B.H.C.S LAYOUT
1293_7755,Girinagar PS,SRINIVASANAGAR
1293_7756,Channammanakere Achu Kattu PS,C.K. ACHHUKATTU
1293_7757,Basavanagudi PS,N.R COLONY
1293_7758,Jayanagar PS,ICICI Bank Circle
1293_7759,Siddapura PS,Byrasandra
1293_7760,Ashoknagar Traffic PS,ASHOKNAGAR JUNCTION
1293_7761,Mico Layout PS,TAVAREKERE
1293_7762,Viveknagar PS,Ejipura
1293_7763,Viveknagar PS,Friends Colony
1293_7766,Whitefield CEN Crime PS,Other
1293_7767,Bellanduru PS,AMBALI PURA
1293_7768,Marathahalli PS,DEVARABISANA HALLI
1293_7769,Airport Traffic PS,OUTER RING ROAD
1293_7770,Bellanduru PS,JUNNASANDRA
1293_7771,Varthur PS,GUNJUR BALAGERE GUNJUROALYA
1293_7772,Varthur PS,GUNJUR BALAGERE GUNJUROALYA
1293_7773,Varthur PS,VARTHUR
1293_7774,Varthur PS,GUNJUR BALAGERE GUNJUROALYA
1293_7775,Varthur PS,VARTHUR
1293_7776,Varthur PS,VARTHUR
1293_7777,Varthur PS,VARTHUR
1293_7796,Banashankari PS,BDA
1293_7797,Jnanabharathi PS,JNANAGANGANAGARA
1293_7798,Jnanabharathi PS,JNANAGANGANAGARA
1294_1294,Siddapura PS,Guttepalya
1294_7704,Upparpet Traffic PS,T B ROAD OPP MEJISTIC HOTEL
1294_7705,Hanumanthanagar PS,KALIDASA LAYOUT
1294_7721,Varthur PS,R G HALLI SIIAPURA TUBARAHALLI
1294_7747,Jnanabharathi PS,ITI LAYOUT
1294_7748,Jnanabharathi PS,PAPAREDDYPALY
1294_7749,Kengeri PS,NAGADEVANA HALLI
1294_7750,Jayanagar PS,JAYANAGAR
1294_7751,Chandra Layout PS,NAGARABHVI
1294_7752,Chandra Layout PS,NAGARABHVI
1294_7753,Byatrarayanapura Traffic PS,Avalahalli Main Road
1294_7754,Girinagar PS,Muneswhara block
1294_7755,Girinagar PS,Nagendra block
1294_7756,Chickpet PS,A.M.LANE
1294_7757,City Market Traffic PS,KALSIPALYA
1294_7758,Jayanagar PS,Eighth Block Jayanagar
1294_7759,Adugodi PS,LAKKASANDRA EXTENSION
1294_7760,Adugodi PS,LAKKASANDRA EXTENSION
1294_7761,Adugodi PS,BAZAR STREET
1294_7762,Viveknagar PS,Ejipura
1294_7763,Viveknagar PS,Ejipura
1294_7764,Halasur Traffic PS,Old Airport Road
1294_7765,Jeevan Bheemanagar PS,KPWD NAL Quarters JB Nagar
1294_7766,Jeevan Bheemanagar PS,KPWD NAL Quarters JB Nagar
1294_7767,Marathahalli PS,Panathuru
1294_7768,Marathahalli PS,Panathuru
1294_7769,Airport Traffic PS,OUTER RING ROAD
1294_7770,Hulimavu PS,HULIMAVU GATE
1294_7771,Varthur PS,R G HALLI SIIAPURA TUBARAHALLI
1294_7772,Varthur PS,R G HALLI SIIAPURA TUBARAHALLI
1294_7773,Varthur PS,GUNJUR BALAGERE GUNJUROALYA
1294_7774,Varthur PS,VARTHUR
1294_7775,Varthur PS,VARTHUR
1294_7776,Whitefield PS,MADHURANAGARA
1294_7789,Basavanagudi PS,M.N.K ROAD
1294_7795,Halasur PS,Domlur Village
1295_1295,Varthur PS,R G HALLI SIIAPURA TUBARAHALLI
1295_1756,Kempegowda Nagar PS,AMBHABHAVANI NAGARA SLAM
1295_7342,Malleshwaram PS,Malleshwara
1295_7700,J.C. Nagar PS,JC NAGAR MAIN ROAD
1295_7706,Suddaguntepalya PS,Ninth A main
1295_7715,Malleshwaram PS,Malleshwara
1295_7724,Siddapura PS,Lalbagh Siddapura
1295_7725,Malleshwaram PS,Malleswaram
1295_7733,High Grounds PS,RACE COURSE ROAD
1295_7736,Halasur Traffic PS,Old Airport Road
1295_7738,Kalasipalya PS,HAMEEDKHAN GARDEN
1295_7742,H.A.L. PS,MARATHALLI
1295_7744,Byatarayanapura  PS,Pramod Layout
1295_7745,Malleshwaram PS,Malleswaram
1295_7747,Electronic City Traffic PS,Nice road
1295_7748,Jnanabharathi PS,Upakar Layout
1295_7749,Jnanabharathi PS,MALAGALA VILLAGE
1295_7750,Jnanabharathi PS,VINAYAKA LAYOUT
1295_7751,Chandra Layout PS,NAGARABHVI
1295_7752,Chandra Layout PS,BINNILAYOUT
1295_7753,Vijayanagar PS,R.P.C.LAYOUT
1295_7754,Basaveshwara Nagar PS,BEML LAYOUT
1295_7755,Kempegowda Nagar PS,KG Nagar Main Road
1295_7756,Kumaraswamy Layout PS,Kumaraswamy Layout First stage
1295_7757,Vishveshwarapuram PS,CHAMARAJAPETE
1295_7758,City Market Traffic PS,KALSIPALYA
1295_7759,Wilsongarden PS,ANNIPUR
1295_7760,Adugodi Traffic PS,B G ROAD
1295_7761,Viveknagar PS,ORC Road
1295_7762,Adugodi PS,RAJENDRA NAGARA
1295_7763,Halasur PS,domlur layout
1295_7764,Jeevan Bheemanagar PS,Kodihalli
1295_7765,Jeevan Bheemanagar PS,J.B.NAGARA
1295_7766,Jeevan Bheemanagar PS,Church Street and Sriramanagari
1295_7767,H.A.L. PS,ANNASANDRA PALYA
1295_7768,Jeevan Bheemanagar PS,KPWD NAL Quarters JB Nagar
1295_7769,Airport Traffic PS,VARTHUR MAIN ROAD
1295_7770,Airport Traffic PS,VARTHUR MAIN ROAD
1295_7771,Varthur PS,R G HALLI SIIAPURA TUBARAHALLI
1295_7772,Varthur PS,R G HALLI SIIAPURA TUBARAHALLI
1295_7773,Varthur PS,R G HALLI SIIAPURA TUBARAHALLI
1295_7774,Varthur PS,R G HALLI SIIAPURA TUBARAHALLI
1295_7775,Kadugodi PS,CHANNASANDRA
1295_7776,Whitefield PS,MADHURANAGARA
1295_7785,Shankarpura PS,RANGARAO ROAD
1295_7786,Basavanagudi PS,Vth Main Road
1295_7795,Chandra Layout PS,INDIRA COLONY
1296_1257,Kalasipalya PS,BAMBOO BAZAAR
1296_1296,Annapoorneshwari Nagar PS,D GROUP LAY OUT
1296_6411,Cottonpet PS,Akkipet Main Road
1296_7104,Central CEN Crime PS,Central division Limit
1296_752,Chandra Layout PS,CANARA BANK COLONY
1296_7694,Halasur Gate Traffic PS,KEMPE GOWDA ROAD
1296_7705,Rajarajeshwari Nagar PS,R.R.NAGARA
1296_7712,Central CEN Crime PS,Central division Limit
1296_7716,Madivala Traffic PS,S.P. ROAD JUNCTION
1296_7717,H.A.L. PS,DODDANAKKUNDI
1296_7723,Bandepalya PS,SOMASUNDARAPALYA
1296_7724,Pulakeshinagar Traffic PS,NAGAVARA MAIN ROAD
1296_7726,Magadi Road Traffic PS,magadi road
1296_7728,Bellanduru PS,Ibbalurr
1296_7729,Kamakshipalya Traffic PS,BDA COMPLEX JUCNTION RING ROAD
1296_7732,Magadi Road Traffic PS,rajaji nagar
1296_7734,Vyalikaval PS,DNR LAYOUT
1296_7736,Halasur PS,domlur layout
1296_7739,H.A.L. PS,ANNASANDRA PALYA
1296_7740,Kempapura Agrahara PS,Magadi Road
1296_7747,Jnanabharathi PS,Ullal
1296_7748,Jnanabharathi PS,Upakar Layout
1296_7749,Annapoorneshwari Nagar PS,KENGUNTE
1296_7750,Annapoorneshwari Nagar PS,NAGARABHAVI SECOND STAGE
1296_7751,Chandra Layout PS,CANARA BANK COLONY
1296_7752,Chandra Layout PS,MARUTHI NAGAR
1296_7753,Vijayanagar PS,R.P.C.LAYOUT
1296_7754,Vijayanagar PS,BINNY LAYOUT
1296_7755,Kempapura Agrahara PS,First Main Road K.P.Agrahara
1296_7756,Kempapura Agrahara PS,NethajiNagara
1296_7757,Halasurgate PS,KUMBARPET SP ROAD
1296_7758,S.J. Park PS,DASAPPA HOSPITAL ROAD
1296_7759,Ashoknagar Traffic PS,ASHOKNAGAR JUNCTION
1296_7760,Ashoknagar Traffic PS,RICHMOND ROAD
1296_7761,Halasur Traffic PS,M G ROAD
1296_7762,Halasur Traffic PS,Old Airport Road
1296_7763,Halasur Traffic PS,Cembridge Road
1296_7764,Jeevan Bheemanagar PS,Kodihalli
1296_7765,Jeevan Bheemanagar PS,J.B.NAGARA
1296_7766,Jeevan Bheemanagar PS,J.B.NAGARA
1296_7767,H.A.L. PS,ANNASANDRA PALYA
1296_7768,H.A.L. PS,VIGNANA NAGARA
1296_7769,H.A.L. PS,DODDANAKKUNDI
1296_7770,Airport Traffic PS,OUTER RING ROAD
1296_7771,H.A.L. PS,DODDANAKKUNDI
1296_7772,Varthur PS,VARTHUR
1296_7773,Whitefield PS,RAMAGONDANAHALLI
1296_7774,Whitefield Traffic PS,HOPE FORM TPL WHITEFIELD MAIN ROAD
1296_7775,Whitefield Traffic PS,HOPE FORM TPL WHITEFIELD MAIN ROAD
1296_7776,Whitefield PS,MADHURANAGARA
1296_7777,Whitefield PS,VYDEHI CIRCLE
1296_7787,Mahadevapura PS,Mahadevapura
1296_7790,West CEN Crime PS,West Division PSs Jurisdiction
1296_7795,H.A.L. PS,OTHER PS LIMITS
1296_7796,Chandra Layout PS,MARUTHI NAGAR
1297_1158,Halasur Gate Traffic PS,NRUPATUNGA ROAD
1297_1253,Govindaraja Nagar PS,Govindarajanagar
1297_1257,Upparpet Traffic PS,Near Mantap Ice Cream
1297_6817,Upparpet PS,PLACE ROAD GANDHINAGAR
1297_755,Magadi Road Traffic PS,magadi road
1297_7694,Halasur Gate Traffic PS,NRUPATUNGA ROAD
1297_7705,Kempapura Agrahara PS,First Main Road K.P.Agrahara
1297_7712,Magadi Road Traffic PS,rajaji nagar
1297_7726,Govindaraja Nagar PS,M.C Layout First Main Road To Sixth Main Road
1297_7734,Annapoorneshwari Nagar PS,PAAPA READY PALYA
1297_7739,Byappanahalli PS,G.M Palya
1297_7741,Rajajinagar Traffic PS,JC NAGAR
1297_7747,Kengeri Traffic PS,MYSROE ROAD
1297_7748,Annapoorneshwari Nagar PS,D GROUP LAY OUT
1297_7749,Annapoorneshwari Nagar PS,KENGUNTE
1297_7750,Annapoorneshwari Nagar PS,ANNAPOORNESHWARI NAGAR
1297_7751,Annapoorneshwari Nagar PS,NAGARABHAVI SECOND STAGE
1297_7752,Vijayanagar PS,BAPOOJI LAYOUT
1297_7753,Vijayanagar PS,M.C.LAYOUT
1297_7754,Vijayanagar PS,M.C.LAYOUT
1297_7755,Kempapura Agrahara PS,NethajiNagara
1297_7756,Kempapura Agrahara PS,NethajiNagara
1297_7757,Rajajinagar Traffic PS,Ullas Talkies road
1297_7758,Halasurgate PS,K.G.ROAD N.T ROAD
1297_7759,Cubbonpark Traffic PS,MUSEUM ROAD
1297_7760,Shivajinagar Traffic PS,KAMARJ ROAD
1297_7761,Halasur Traffic PS,M G ROAD
1297_7762,Halasur PS,Andra line
1297_7763,Halasur PS,Jogupalya
1297_7764,Jeevan Bheemanagar PS,Church Street and Sriramanagari
1297_7765,Jeevan Bheemanagar PS,Church Street and Sriramanagari
1297_7766,Jeevan Bheemanagar PS,J.B.NAGARA
1297_7767,Mahadevapura PS,Singayyanapalya
1297_7768,H.A.L. PS,VIGNANA NAGARA
1297_7769,Mahadevapura PS,MAHADEVAPURA
1297_7770,Mahadevapura PS,MAHADEVAPURA
1297_7771,Mahadevapura PS,KUNDALAHALLI COLONY
1297_7772,Whitefield Traffic PS,KUNDALAHALLI GRAPHITE AND ITPL ROAD
1297_7773,Whitefield Traffic PS,KUNDALAHALLI GRAPHITE AND ITPL ROAD
1297_7774,Whitefield Traffic PS,VARTHUR WHITEFIELD MAIN ROAD
1297_7775,Whitefield Traffic PS,HOPE FORM TPL WHITEFIELD MAIN ROAD
1297_7776,Whitefield PS,AMBEDKAR NAGARA GUTTE
1297_7777,Kadugodi PS,KADUGODI
1297_7786,Basavanagudi PS,M.N.K ROAD
1297_7794,Kempapura Agrahara PS,Cholurpalya
1297_7795,Banashankari PS,Raghavendra Matta
1297_7797,Halasur Traffic PS,M G ROAD
1297_7798,Magadi Road Traffic PS,rajaji nagar
1297_9741,Upparpet PS,PLACE ROAD GANDHINAGAR
1298_7321,Rajajinagar PS,THIRD BLOCK
1298_7490,Kamakshipalya PS,SUNKADAKATTE
1298_755,Magadi Road Traffic PS,rajaji nagar
1298_760,Shivajinagar Traffic PS,BROADWAY ROAD
1298_7707,Shivajinagar Traffic PS,BAMBOO BAZAR
1298_7712,Magadi Road Traffic PS,cholarapalya
1298_7723,Kamakshipalya PS,MAGADI MAIN ROAD
1298_7726,Pulakeshinagar  PS,JEEVANA HALLI
1298_7732,Magadi Road PS,RAJAJINAGARA ENTRENCE
1298_7734,High Grounds PS,RACE COURSE ROAD
1298_7735,Kamakshipalya PS,MAGADI MAIN ROAD
1298_7736,Magadi Road PS,SSI area
1298_7741,Bharathi Nagar PS,PRINCE OF WALES ROAD
1298_7744,Kadugodi PS,KANNAMANGALA
1298_7745,Varthur PS,KODATI SULIKUNTE AMBEDKAR NAGARA
1298_7747,Byadarahalli PS,Herohalli
1298_7748,Byadarahalli PS,Anjananagar
1298_7749,Annapoorneshwari Nagar PS,ANNAPOORNESHWARI NAGAR
1298_7750,Annapoorneshwari Nagar PS,ANNAPOORNESHWARI NAGAR
1298_7751,Kamakshipalya PS,K.H.B.COLONY
1298_7752,Kamakshipalya PS,KAMAKSHIPALYA
1298_7753,Basaveshwara Nagar PS,MANIVILAS GARDEN
1298_7754,Basaveshwara Nagar PS,BHOVI COLONY
1298_7755,Hanumanthanagar PS,KALAPPA BLOCK
1298_7756,Magadi Road Traffic PS,Binnimil
1298_7757,Seshadripuram PS,R V SHETTY LAYOUT
1298_7758,High Grounds Traffic PS,SHESHADRIPURAM
1298_7759,Jayanagar PS,ICICI Bank Circle
1298_7760,Madivala PS,AXA BUILDING
1298_7761,Shivajinagar PS,RMS
1298_7762,Halasur PS,Andra line
1298_7763,Halasur PS,Andra line
1298_7764,Halasur Traffic PS,Murphy Road
1298_7765,Byappanahalli PS,SUDDAGUNTE PALYA
1298_7766,Byappanahalli PS,Benniganahalli
1298_7767,Mahadevapura PS,B Narayanapura
1298_7768,Mahadevapura PS,MAHADEVAPURA
1298_7769,Mahadevapura PS,MAHADEVAPURA
1298_7770,K.R.Puram Traffic PS,MAHADEVAPURA
1298_7771,Mahadevapura PS,Mahadevapura
1298_7772,Sanjay Nagar PS,OTHER PS LIMITS
1298_7773,Whitefield Traffic PS,KUNDALAHALLI GRAPHITE AND ITPL ROAD
1298_7774,Whitefield Traffic PS,BIG BAZZAR ITPL MAIN ROAD
1298_7775,Whitefield Traffic PS,HOPE FORM TPL WHITEFIELD MAIN ROAD
1298_7776,Kadugodi PS,CHANNASANDRA
1298_7777,Kadugodi PS,CHANNASANDRA
1298_7785,Magadi Road PS,GOPALAPURA
1298_7786,Kempapura Agrahara PS,First Main Road K.P.Agrahara
1298_7796,SouthEast CEN Crime PS,Southeast
1298_7798,Basavanagudi PS,N.R COLONY
1298_9798,West CEN Crime PS,West Division PSs Jurisdiction
1299_100,Malleshwaram PS,MALLESHWARA
1299_1259,Vyalikaval PS,VR PURA
1299_1299,Vyalikaval PS,MARUTHI EXTN
1299_1300,Vyalikaval PS,DNR LAYOUT
1299_7715,K.R. Puram PS,T.C.PALYA
1299_7725,Malleshwaram PS,Malleshwara
1299_7726,Pulakeshinagar  PS,JEEVANA HALLI
1299_7733,Malleshwaram PS,Malleshwara
1299_7735,Basaveshwara Nagar PS,KIRLOSKAR COLONY
1299_7736,Pulakeshinagar  PS,FRAZER TOWN
1299_7744,Adugodi PS,ERAMMA GARDEN
1299_7746,Byadarahalli PS,Herohalli
1299_7747,Byadarahalli PS,Anjananagar
1299_7748,Byadarahalli PS,Herohalli
1299_7749,Byadarahalli PS,Doddan Layout
1299_7750,Kamakshipalya PS,SUNKADAKATTE
1299_7751,Kamakshipalya PS,SUNKADAKATTE
1299_7752,Basaveshwara Nagar PS,BEML LAYOUT
1299_7753,Basaveshwara Nagar PS,KIRLOSKAR COLONY
1299_7754,Basaveshwara Nagar PS,LIC COLONY
1299_7755,Basaveshwara Nagar PS,Service Road
1299_7756,Subramanyanagar PS,GAYATHRINAGAR
1299_7757,Pulakeshinagar Traffic PS,NAGAVARA MAIN ROAD
1299_7758,Sadashivanagar Traffic PS,B D A UPRAMP
1299_7759,High Grounds PS,KAVERIYAPPA LAYOUT VASANTH NAGAR
1299_7760,Bharathi Nagar PS,NETHAJI ROAD
1299_7761,Bharathi Nagar PS,K. KAMARAJ ROAD
1299_7762,Pulakeshinagar Traffic PS,PULAKESHI NAGAR PS LIMITS
1299_7763,Byappanahalli PS,AMBEDKAR NAGAR
1299_7764,Byappanahalli PS,OLD BYAPPANAHALLI
1299_7765,Jeevan Bhima Nagar (Indiranagar) Traffic  PS,INDIRANGARA
1299_7766,Mahadevapura PS,Kaverinagar
1299_7767,K.R. Puram PS,V.B. LAYOUT
1299_7768,Mahadevapura PS,B Narayanapura
1299_7769,Mahadevapura PS,B Narayanapura
1299_7770,Mahadevapura PS,B Narayanapura
1299_7771,K.R. Puram PS,HOODI ROAD
1299_7772,Mahadevapura PS,Mahadevapura
1299_7773,Kadugodi PS,DINNUR
1299_7774,Kadugodi PS,PATTALAMMA LAYOUT
1299_7775,K.R. Puram PS,T.C.PALYA
1299_7776,Whitefield Traffic PS,KADUGODI HOSKOTE MAIN ROAD
1299_7777,Kadugodi PS,KADUGODI
1299_7783,Basaveshwara Nagar PS,Kaveri Nagar
1299_7790,Jalahalli PS,HMTCOLONY
1299_7795,Banashankari PS,Yarabanagara
1299_7796,Pulakeshinagar  PS,JEEVANA HALLI
1299_7799,Malleshwaram PS,Malleswaram
1299_8023,Jayaprakash Nagar PS,VET COLLEGE AND HOSTEL AREA
129_775,Rajajinagar Traffic PS,Twelth main road
12_77,Adugodi Traffic PS,KORAMANGALA
12_7737,Adugodi Traffic PS,KORAMANGALA
1300_1300,J.C. Nagar PS,JC NAGAR MAIN ROAD
1300_52,Peenya Traffic PS,HEGGANAHALLI
1300_7353,Mahalakshmipuram PS,J C NAGARA
1300_7610,K.R. Puram PS,T.C.PALY
1300_7700,Rajagopal Nagar PS,HEGGANAHALLI
1300_7701,Rajajinagar Traffic PS,KEMPAMMA LAYOUT
1300_7703,K.R. Puram PS,DEVASANDRA MAIN ROAD
1300_7706,Ramamurthy Nagar PS,SIR M V NAGAR
1300_7712,K.R. Puram PS,HOODI ROAD
1300_7714,K.R. Puram PS,HOODI ROAD
1300_7715,Sadashivanagar Traffic PS,MEKHRI CIRCLE
1300_7720,Whitefield CEN Crime PS,Other
1300_7721,K.R. Puram PS,HOODI ROAD
1300_7724,Pulakeshinagar Traffic PS,NAGAVARA MAIN ROAD
1300_7725,Malleshwaram PS,Malleshwara
1300_7727,Annapoorneshwari Nagar PS,D GROUP LAY OUT
1300_7729,Rajagopal Nagar PS,HEGGANAHALLI
1300_7730,Rajagopal Nagar PS,RAJAGOPALA NAGARA
1300_7731,Peenya Traffic PS,HEGGANAHALLI
1300_7732,Basaveshwara Nagar PS,VGBCS LAYOUT
1300_7733,Sadashivanagar Traffic PS,J.N.TATA AUDITORIUM
1300_7734,Malleshwaram PS,Malleshwara
1300_7735,Sadashivanagar Traffic PS,GAYATHRI GATE
1300_7736,J.C. Nagar PS,JC NAGAR MAIN ROAD
1300_7739,K.R. Puram PS,V.B. LAYOUT
1300_7744,Kadugodi PS,KODEGEHALLY
1300_7745,South CEN Crime PS,SOUTH DVN
1300_7747,Byadarahalli PS,Andrahalli
1300_7748,Byadarahalli PS,Andrahalli
1300_7749,Rajagopal Nagar PS,HEGGANAHALLI
1300_7750,Rajagopal Nagar PS,HEGGANAHALLI
1300_7751,Rajagopal Nagar PS,HEGGANAHALLI
1300_7752,Rajagopal Nagar PS,Chamundipura
1300_7753,Nandini Layout PS,JAIMARUTHI NAGARA
1300_7754,Subramanyanagar PS,RAJAJINAGAR R BLOCK
1300_7755,Subramanyanagar PS,RAJAJINAGAR R BLOCK
1300_7756,Malleshwaram PS,Malleshwara
1300_7757,Malleshwaram PS,Malleshwara
1300_7758,Sadashivanagar Traffic PS,GAYATHRI GATE
1300_7759,J.C. Nagar PS,JC NAGAR MAIN ROAD
1300_7760,J.C. Nagar PS,JC NAGAR MAIN ROAD
1300_7761,Devarajeevanahalli PS,A K colony
1300_7762,Pulakeshinagar Traffic PS,PULAKESHI NAGAR PS LIMITS
1300_7763,Banaswadi PS,subbaiahnapalya
1300_7764,Banaswadi PS,chikkabanasawadi
1300_7765,Ramamurthy Nagar PS,OMBR LAYOUT
1300_7766,K.R.Puram Traffic PS,KASTHURI NAGARA
1300_7767,K.R. Puram PS,OLD MADRAS ROAD NEAR BUS STAND
1300_7768,K.R. Puram PS,T.C.PALYA
1300_7769,K.R. Puram PS,OLD MADRAS ROAD NEAR BUS STAND
1300_7770,K.R. Puram PS,V.B. LAYOUT
1300_7771,K.R. Puram PS,HOODI ROAD
1300_7772,K.R. Puram PS,K.R.PURA
1300_7773,Kadugodi PS,KODEGEHALLY
1300_7774,Whitefield Traffic PS,KADUGODI HOSKOTE MAIN ROAD
1300_7775,Kadugodi PS,BELTHUR
1300_7776,Kadugodi PS,KODEGEHALLY
1300_7783,Rajajinagar Traffic PS,Ullas Talkies road
1301_1170,K.R. Puram PS,DEVASANDRA MAIN ROAD
1301_1759,R.T.Nagar Traffic PS,R.T.nagar
1301_7382,R.T. Nagar PS,MATADAHALLI
1301_7403,K.R. Puram PS,K.R.PURA
1301_7701,R.M.C. Yard PS,S R S Road
1301_7702,Mahalakshmipuram PS,Mahalakshmi Puram
1301_7703,R.M.C. Yard PS,Goraguntepalya Circle
1301_7705,Yeshwanthapura Traffic PS,R M C YARD
1301_7706,R.M.C. Yard PS,Marappanapalya
1301_7707,Kadugodi PS,KANNAMANGALA
1301_7712,K.R. Puram PS,HOODI ROAD
1301_7713,R.M.C. Yard PS,Marappanapalya
1301_7719,Byadarahalli PS,Tigalarapalya
1301_7723,Peenya Traffic PS,T DASARAHALLI
1301_7725,Peenya Traffic PS,T DASARAHALLI
1301_7729,R.T. Nagar PS,P AND T COLONY
1301_7730,Rajagopal Nagar PS,RAJAGOPALA NAGARA
1301_7731,Rajagopal Nagar PS,DUGGALAMMA LAYOUT
1301_7732,Yeshwanthapura Traffic PS,R M C YARD
1301_7733,Sadashivanagar Traffic PS,J.N.TATA AUDITORIUM
1301_7734,Sadashivanagar Traffic PS,NEW BEL ROAD
1301_7735,East Zone Women PS,HEBBALA PS
1301_7736,R.T. Nagar PS,HMT BLOCK
1301_7737,Banasawadi Traffic PS,Hennur main road
1301_7738,Banaswadi PS,Lingarajpura
1301_7743,Yelahanka New Town PS,DODDABETTAHALLI
1301_7745,K.R. Puram PS,T.C.PALYA
1301_7747,Byadarahalli PS,Tigalarapalya
1301_7748,Peenya PS,Nelagadranahalli
1301_7749,H.A.L. PS,DODDANAKKUNDI
1301_7750,Rajagopal Nagar PS,PEENYA INDUSTRIAL AREA
1301_7751,Devarajeevanahalli PS,KAVERI NAGAR
1301_7752,Rajagopal Nagar PS,Chamundipura
1301_7753,Nandini Layout PS,KRISHNANANDA NAGARA
1301_7754,Nandini Layout PS,JAIMARUTHI NAGARA
1301_7755,Yeshwanthapura Traffic PS,R M C YARD
1301_7756,Yeshwanthapura Traffic PS,R M C YARD
1301_7757,R.T.Nagar Traffic PS,SANJAYA NAGAR
1301_7758,R.T.Nagar Traffic PS,R.T.nagar
1301_7759,R.T. Nagar PS,MATADAHALLI
1301_7760,Devarajeevanahalli PS,MODI ROAD
1301_7761,Devarajeevanahalli PS,K B SANDRA
1301_7762,K G Halli Traffic PS,K.G.HALLI TRAFFIC PS LIMITS
1301_7763,Hennur PS,Maruthi Layout
1301_7764,Banaswadi PS,kammanahalli main road
1301_7765,Hennur PS,Babusabpalya
1301_7766,Chikkajala Traffic PS,MVIT JUNCTION
1301_7767,K.R. Puram PS,AMBEDKAR NAGARA
1301_7768,K.R. Puram PS,T.C.PALYA
1301_7769,K.R. Puram PS,T.C.PALYA
1301_7770,K.R. Puram PS,OLD MADRAS ROAD NEAR BUS STAND
1301_7771,K.R. Puram PS,OLD MADRAS ROAD NEAR BUS STAND
1301_7772,K.R. Puram PS,HOODI ROAD
1301_7773,K.R. Puram PS,k.r.pura
1301_7774,K.R. Puram PS,K.R.PURA
1301_7775,Kadugodi PS,KADUGODI
1301_7776,Whitefield Traffic PS,KADUGODI HOSKOTE MAIN ROAD
1301_7778,R.T.Nagar Traffic PS,J C NAGAR
1301_7868,K.R. Puram PS,T.C.PALYA
1302_1302,Devarajeevanahalli PS,K B SANDRA
1302_1758,R.T.Nagar Traffic PS,R.T.nagar
1302_1762,K G Halli Traffic PS,K.G.Halli Traffic Police Station
1302_6654,Bagalagunte PS,SANTHOSH NAGAR
1302_6817,Sanjay Nagar PS,NAGASHETTYHALLI
1302_7665,K G Halli Traffic PS,K.G.HALLI TRAFFIC PS LIMITS
1302_769,K.R. Puram PS,V.B. LAYOUT
1302_7700,Ramamurthy Nagar PS,AKSHYA NAGAR
1302_7703,Bagalagunte PS,KALYANA NAGAR
1302_7704,R.M.C. Yard PS,Goraguntepalya Circle
1302_7705,Yeshwanthapura Traffic PS,R M C YARD
1302_7710,Amruthahally PS,Kempapura
1302_7712,Malleshwaram PS,MALLESHWARA
1302_7713,R.M.C. Yard PS,Relaince market
1302_7721,Bagalagunte PS,SIDEDAHALLI ROAD RIGHT SIDE
1302_7725,Malleshwaram PS,Malleshwara
1302_7728,Byadarahalli PS,Tigalarapalya
1302_7729,R.T. Nagar PS,CHAMUNDI NAGAR
1302_7730,Peenya Traffic PS,T DASARAHALLI
1302_7731,Rajajinagar Traffic PS,LAGGERE BRIDGE
1302_7732,Jalahalli PS,HMT FACTORY.
1302_7733,East Zone Women PS,HEBBALA PS
1302_7739,Ramamurthy Nagar PS,NARASIMHAIAH LAYOUT
1302_7741,Kothanur PS,BYRATHI CROSS
1302_7746,Chandra Layout PS,MARUTHI NAGAR
1302_7747,Peenya PS,T.Dasarahalli
1302_7748,Peenya PS,T.Dasarahalli
1302_7749,Peenya PS,Nelagadranahalli
1302_7750,Peenya Traffic PS,HEGGANAHALLI
1302_7751,Peenya Traffic PS,T DASARAHALLI
1302_7752,Peenya Traffic PS,T DASARAHALLI
1302_7753,Nandini Layout PS,KANTEERAVA STUDIO
1302_7754,Malleshwaram PS,MALLESHWARA
1302_7755,Rajajinagar Traffic PS,NANDINI LAYOUT
1302_7756,Yeshwanthapura Traffic PS,R M C YARD
1302_7757,R.T.Nagar Traffic PS,SANJAYA NAGAR
1302_7758,R.T.Nagar Traffic PS,R.T.nagar
1302_7759,R.T.Nagar Traffic PS,R.T.nagar
1302_7760,Devarajeevanahalli PS,KAVERI NAGAR
1302_7761,Devarajeevanahalli PS,L R BANDE
1302_7762,K G Halli Traffic PS,K.G.Halli Traffic Police Station
1302_7763,Hennur PS,HBR LAYOUT
1302_7764,Hennur PS,HBR LAYOUT
1302_7765,Hennur PS,Hennur Bande.
1302_7766,Ramamurthy Nagar PS,JAYANTHI GRAMA
1302_7767,K.R.Puram Traffic PS,TC PALYA
1302_7768,K.R. Puram PS,HOODI ROAD
1302_7769,K.R. Puram PS,OLD MADRAS ROAD NEAR BUS STAND
1302_7770,K.R. Puram PS,K.R.PURA
1302_7771,K.R. Puram PS,K.R.PURA
1302_7772,K.R. Puram PS,OLD MADRAS ROAD NEAR BUS STAND
1302_7774,Kadugodi PS,DODDABANAHALLY
1302_7775,Kadugodi PS,DODDABANAHALLY
1302_7776,Whitefield Traffic PS,KADUGODI HOSKOTE MAIN ROAD
1302_7777,Kadugodi PS,KANNAMANGALA
1302_7787,R.T.Nagar Traffic PS,SANJAYA NAGAR
1302_7795,R.T. Nagar PS,MATADAHALLI
